ReportNetEnvelopeFileId,flarepCode,aggCode,aggName,flaggComments,flaggEUFund,flaggEUFundName,flaggExpecDateCompletion,flaggExpecDateStart,flaggExpecDateStartWork,flaggExpLoad,flaggExpLoadColl,flaggExpLoadIAS,flaggInv,flaggLoan,flaggLoanName,flaggMeasures,flaggOtherFund,flaggOtherFundName,flaggReasons,flaggStatus
28872,RO06,ROAG_30568,"Popesti (Bistra, Voivozi, Budoi)",,0,,20191231,20140101,20150101,6073,98,2,1.415305,0,,Construction of a sewage collecting system Popesti (12 km),1.415305,National and local budget; National Environmental Funds,Low collecting rate of the urban waste waters,NC
28872,RO06,ROAG_30648,Rabagani,,0,,20191231,20140101,20150101,2073,99,1,0.110272,0,,Construction of a sewage collecting system Rabagani (partially executed),0.110272,National and local budget,NR,PD
28872,RO06,ROAG_30844,Rosia,,0,,20191231,20130101,20140101,2038,98,2,0.912714,0,,Construction of a sewage collecting system Rosia (17 km),0.912714,National Environmental Funds,NR,PD
28872,RO06,ROAG_30915,Sacueni (Olosig),,0,,20191231,20140101,20150101,7889,98,2,2.153297,0,,Construction of a sewage collecting system Sacueni si Olosig (27 km),2.153297,National and local budget,Low collecting rate of the urban waste waters,NC
28872,RO06,ROAG_30988,Salacea (Otomani),,0,,20201231,20140101,20150101,3127,98,2,0.3844,0,,"Extension of the sewage collecting system Salacea, Otomani",0.3844,National and local budget,NR,PD
28872,RO06,ROAG_31011,Salard,,0,,20191231,20140101,20150101,4283,98,2,1.984,0,,"Extension of the sewage collecting system Salard (25,8 km)",1.984,National and local budget,NR,PD
28872,RO06,ROAG_31262,Suplacu de Barcau,,0,,20191231,20140101,20150101,4487,98,2,0.656486,0,,Construction of a sewage collecting system Suplacu de Barcau (6.5 km),0.656486,National and local budget,NR,PD
28562,IT006,IT18Q90000001667,ROCCA_DI_NETO,,,,20221231,20180930,20181231,,,,1.64,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28800,Lt_2018_Art_17,LT-AG-060,Rietavas,"Pateikta investicijų suma susijusi tik su IAS inventorizacija ir IAS informacinės sistemos diegimu, kuri apims 75 aglomeracijas. Investicijų į centralizuotų sistemų plėtrą dydis ir ES finansavimo suma bus aiškūs įsigaliojus Geriamojo vandens tiekimo ir nuotekų tvarkymo įstatymo pakeitimo įstatymui, po ko savivaldybės turės patikslinti aglomeracijų ribas.",0.016,Europos Sąjungos Sanglaudos fondas,20231231,20181231,20190101,,,,0.016,,,i) Numatoma centralizuotų nuotekų valymo įrenginių plėtra; ii) Pateikti pasiūlymai įstatyminės bazės keitimams sudarantis prielaidas steigti IAS informacinę stemą; iii) inicijuotas viešasis pirkimas IAS inventorizacijai; iv) numatoma įdiegti IAS informacinę sistemą.,,,Didelis ITS naudojimo mastas,NC
28800,Lt_2018_Art_17,LT-AG-062,Žiežmariai,"Pateikta investicijų suma susijusi tik su IAS inventorizacija ir IAS informacinės sistemos diegimu, kuri apims 75 aglomeracijas. Investicijų į centralizuotų sistemų plėtrą dydis ir ES finansavimo suma bus aiškūs įsigaliojus Geriamojo vandens tiekimo ir nuotekų tvarkymo įstatymo pakeitimo įstatymui, po ko savivaldybės turės patikslinti aglomeracijų ribas.",0.016,Europos Sąjungos Sanglaudos fondas,20231231,20181231,20190101,,,,0.016,,,i) Numatoma centralizuotų nuotekų valymo įrenginių plėtra; ii) Pateikti pasiūlymai įstatyminės bazės keitimams sudarantis prielaidas steigti IAS informacinę stemą; iii) inicijuotas viešasis pirkimas IAS inventorizacijai; iv) numatoma įdiegti IAS informacinę sistemą.,,,Didelis ITS naudojimo mastas,NC
28562,IT006,IT18Q90000001668,ROCCABERNARDA,,,,20221231,20180930,20181231,,,,0.6,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001742,ROCCELLA_JONICA,,,,20221231,20180930,20181231,,,,0.75,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001567,ROGGIANO_GRAVINA,,,,20221231,20180930,20181231,,,,3.83,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001570,ROSSANO,,,,20221231,20180930,20181231,,,,0.6,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001669,S_MAURO_MARCHESATO,,,,20221231,20180930,20181231,,,,0.2,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001572,SAN_BENEDETTO_ULLANO,,,,20221231,20180930,20181231,,,,1.22,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001573,SAN_DEMETRIO_CORONE,,,,20221231,20180930,20181231,,,,2.23,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001575,SAN_GIORGIO_ALBANESE,,,,20221231,20180930,20181231,,,,1.67,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001576,SAN_GIOVANNI_IN_FIORE,,,,20221231,20180930,20181231,,,,1.3,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001700,SAN_GREGORIO_D_IPPONA,,,,20221231,20180930,20181231,,,,0.77,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001577,SAN_LORENZO_DEL_VALLO,,,,20221231,20180930,20181231,,,,2.5,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001579,SAN_MARCO_ARGENTANO,,,,20221231,20180930,20181231,,,,3.15,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001580,SAN_MARTINO_DI_FINITA,,,,20221231,20180930,20181231,,,,0.59,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001638,SAN_PIETRO_APOSTOLO,,,,20221231,20180930,20181231,,,,0.99,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001582,SAN_SOSTI,,,,20221231,20180930,20181231,,,,1.05,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28872,RO06,ROAG_102552,1 Decembrie,,1.3105878,CF,20261231,20151231,20181231,9576,100,0,2.524199,0,,Extension of the sewage collecting system and pumping stations,1.2136112,National budget,Collection levels below the compliance values,NC
28872,RO06,ROAG_31333,Simian,,0,,20191231,20140101,20150101,2554,98,2,3.05472,0,,Construction of a sewage collecting system Simian (43.416 km),3.05472,National and local budget,NR,PD
28562,IT006,IT070000000011,LA_SPEZIA,,,,20211231,20181231,20190101,92656,98,2,6.6,,,"Il Programma degli Interventi in corso di approvazione da parte dell'EGA ATO Est (Provincia della Spezia) prevede realizzazione opere di collettamento/estendimento fognario all'interno dell'agglomerato ""LA_SPEZIA"".  Gli interventi previsti per completare le situazioni al momento trattate solo con IAS privati per le tre aree richieste sono AREA MUGGIANO (Importo 3,6 M €; progettazione in corso; inizio lavori: 2019; ultimazione lavori: 2021), AREA VALDELLORA
(Importo 2,5 M €; inizio progettazione: 2018; inizio lavori: 2019; ultimazione lavori: 2020); AREA ACQUASANTA (Importo: 0,5 M €; inizio progettazione: 2018; inizio lavori: 2018; ultimazione lavori: 2019). Le informazioni stimate sono così aggregabili: ""flaggExpecDateStart"" 31/12/2018; ""flaggExpecDateStartWork"" 01/01/2019; ""flaggExpecDateCompletion"" 31/12/2021; ""flaggInv"" 6,6 M €. Tali interventi mirano al collettamento di almeno il 4,55% del carico generato dell'agglomerato (ca. AE 4.200) oggi trattato con IAS appropriati.",6.6,ATO Est Provincia della Spezia. Si tratta dell'Ente di Governo dell'Ambito che tramite il Piano d'Ambito/Programma Interventi assegna ad ACAM (Gestore del SII) la quota di rientro tariffario corrispondente a "flaggInv" per la realizzazione degli interventi previsti,"La percentuale di carico generato nell'agglomerato pari al 6,55% (ca. 6.000 AE), non collettato verso l'impianto di depurazione ""STAGNONI"", risulta comunque trattata con diffusi IAS appropriati in ragione della rispettiva soglia dimensionale (Carico generato agglomerato: AE 92.656. Collettato: 93,45% = AE 86.587. Non collettato: 6,55% = AE 6.069. Del non collettato: Trattamento secondario 0,34% = AE 315. Trattamento primario: 6,21% = 5.574)",C
28562,IT006,IT18Q90000001629,SAN_VITO_SULLO_IONIO,,,,20221231,20180930,20181231,,,,0.2,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28872,RO06,ROAG_100843,Afumati,,1.30346531,CF,20261231,20181231,20191231,8925,100,0,1.578015,0,,Extension of the sewage collecting system and pumping stations,0.27454969,National budget,Collection levels below the compliance values,NC
28872,RO06,ROAG_68636,Racari,,,,20261231,20191231,20201231,7497,100,0,5.819939,0,,Construction of a new sewage treatment works,5.819939,OF,NR,PD
28872,RO06,ROAG_66866,Corbii Mari,,0.9677798,EARDF,20261231,20171231,20181231,9016,100,0,0.9677798,0,,Construction of a new sewage treatment works,,,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_102810,Floresti-Stoienesti,,1.3105878,CF,20261231,20191231,20201231,9117,100,0,1.541868,0,,Construction of a new sewage treatment works,0.2312802,National budget,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_179472,Mogosoaia,,1.30346531,CF,20261231,20181231,20191231,7531,100,0,3.717845,0,,Construction of a new sewage treatment work and pumping stations to the sewage siystem of  ROWP_179132_01 ROWP SC APA NOVA SA BUCURESTI,2.41437969,National budget,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_66633,Cobia,,,,20261231,20191231,20201231,3428,100,0,1.62733,0,,Construction of a new sewage treatment works,1.62733,OF,NR,PD
28872,RO06,ROAG_104840,Roata De Jos,,1.679899,"EARDF
CF",20261231,20151231,20191231,8894,100,0,2.105023,0,,Extension of the sewage collecting system and pumping stations,0.425124,"National Environmental Funds
national budget",Collection levels below the compliance values,NC
28872,RO06,ROAG_153516,Orbeasca de Sus,,1.8691286,CF,20261231,20191231,20201231,4729,100,0,2.19897482,0,,Construction of a new sewage treatment works,0.32984622,National budget,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_153516_01,Laceni,,1.8691286,CF,20261231,20191231,20201231,2189,100,0,2.19897482,0,,Construction of a new sewage treatment works,0.32984622,National budget,NR,PD
28872,RO06,ROAG_18536,Rucar,,,,20261231,20171231,20181231,7790,100,0,9.704,0,,Construction of a new sewage treatment works,9.704,OF,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_101813,Chirnogi,,0.65481482,CF,20261231,20191231,20201231,7710,100,0,0.7703704,0,,Construction of a new sewage treatment works,0.11555558,National budget,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_153552,Peretu,,1.8741738,EARDF,20261231,20191231,20201231,7405,100,0,1.8741738,0,,Construction of a new sewage treatment works,,,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_179329,Dobroiesti,,,,20261231,20181231,20191231,9139,100,0,3.387625,0,,Extension of the sewage collecting system and pumping stations,3.387625,OF,Collection levels below the compliance values,NC
28872,RO06,ROAG_105632,Ulmi,,,,20261231,20191231,20201231,7417,100,0,8.201907,0,,Construction and extension of the sewage network,8.201907,National budget,Absence of the collection systems and IAS,NC
28872,RO06,ROAG_31510,Suncuius (Balnaca),,0,,20191231,20140101,20150101,2846,98,2,1.095055,0,,Construction of a sewage collecting system Suncuius (32.3 km),1.095055,National and local budget,NR,PD
28872,RO06,ROAG_31654,"Tauteu (Bogei, Ciutelec)",,0,,20201231,20140101,20170101,3180,98,2,3.576445,0,,"Construction of a sewage collecting system Tauteu, Bogei, Ciutelec (31 km)",3.576445,National and local budget,NR,PD
28872,RO06,ROAG_31716,"Tileagd (Tilecus, Calatani)",,1.3,CF,20231231,20140101,20190101,5481,98,2,2.823897,0,,Extension of the sewage collecting system Tileagd (28 km),1.523897,National and local budget,Low collecting rate of the urban waste waters,NC
28872,RO06,ROAG_31789,Tinca,,1.14716,CF,20231231,20140101,20190101,4614,98,2,1.522885,0,,Extension of the sewage collecting system Tinca (12.435 km),0.375725,National and local budget,Low collecting rate of the urban waste waters,NC
28872,RO06,ROAG_31841,Tulca,,0,,20191231,20140101,20150101,2347,98,2,0.9401,0,,Construction of a sewage collecting system Tulca (5 km),0.9401,National and local budget,NR,PD
28872,RO06,ROAG_31976,"Vadu Crisului (Birtin, Topa de Cris)",,0,,20191231,20140101,20150101,3825,98,2,0.711676,0,,"Construction of a sewage collecting system Vadu Crisului, Topa de Cris si Birtin (5 km)",0.711676,National and local budget,NR,PD
28872,RO06,ROAG_32027,Valea lui Mihai,,0,,20191231,20140101,20150101,11000,98,2,4.100991,0,,Extension and rehabilitation of the sewage collecting system Valea lui Mihai (56 km),4.100991,National and local budget,Wastewater collection and treatment rates (% l.e.) lower than the rates of compliance; Extend the deadline for execution of works provided,NC
28872,RO06,ROAG_32187,Rosiori,,1,EARDF,20201231,20140101,20150101,3206,98,2,1.388101,0,,"Construction of a sewage collecting system Vaida, Rosiori, Mihai Bravu (22,6 km)",0.388101,National and local budget,NR,PD
28872,RO06,ROAG_32201,Toboliu (Cheresig),,0,,20231231,20150101,20160101,2105,98,2,2.707306,0,,Construction and extension of a sewage collecting system Toboliu (Cheresig),2.707306,National and local budget,NR,PD
28872,RO06,ROAG_55446,"Huedin (Domosu, Horlacea)",,1.376902,CF,20231231,20140101,20190101,9319,100,0,1.619885,0,,Extension and rehabilitation of the sewage collecting system Huedin (10 km),0.242983,National and local budget,Low collecting rate of the urban waste waters,NC
28872,RO06,ROAG_136642,Tasnad,,1.621019,CF,20231231,20140101,20190101,7700,100,0,1.907081,0,,Extension and rehabilitation of the sewage collecting system Tasnad (10 km),0.286062,National and local budget,Low collecting rate of the urban waste waters,NC
28872,RO06,ROAG_138574,Piscolt,,0,,20201231,20140101,20170101,3161,98,2,1.893108,0,,Construction of a sewage collecting system Piscolt (18 km),1.893108,National and local budget,NR,PD
28562,IT006,IT090000000002,VAIANO,,,,20211231,20181231,20191231,12011,,,0.4,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000004,POGGIO_A_CAIANO,,,,20171231,20110101,20160608,8698,,,1.5,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000006,SEANO,,,,20211231,20101231,20121231,6797,,,2.7,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000007,COMEANA,,,,20201231,20140701,20170101,2461,,,6,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000016,MANCIANO,,,,20180630,20070201,20151201,4032,,,6.61,,,Realizzazione nuovo depuratore e collettamento scarichi non depurati al nuovo impianto,,,Mancanza dell'impianto di depurazione,NC
28562,IT006,IT090000000025,ARCIDOSSO,,,,20191231,20070401,20150101,3784,,,6.8,,,Realizzazione nuovo depuratore e collettamento scarichi non depurati al nuovo impianto,,,Mancanza dell'impianto di depurazione,NC
28562,IT006,IT090000000036,MONTALCINO,,,,20201231,20111231,20120101,3271,,,8.34,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000038,CHIUSI_SCALO,su Chiusi e Chiusi Scalo l'intervento è il medesimo (140.000 € complessivi),,,20181231,20020201,20180101,5138,,,0.14,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000039,CHIUSI,su Chiusi e Chiusi Scalo l'intervento è il medesimo (140.000 € complessivi),,,20181231,20020201,20180101,3151,,,0.14,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000042,ABBADIA_SAN_SALVATORE,,,,20180630,20050101,20090101,8838,,,2.3,,,Acquisizione di microfiltro per trattenere i leggeri eccessi di solidi sospesi,,,Criticità legate ad episodi di superamento dei solidi sospesi rispetto ai limiti di legge,NC
28562,IT006,IT090000000044,SUBBIANO,,,,20201231,20140101,20160101,4006,,,0.68,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000047,POPPI,,,,20181231,20120101,20160101,5976,,,1.56,,,Adeguamento e potenziamento impianto esistente e collettamento scarichi non depurati,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT090000000055,FOIANO_DELLA_CHIANA,,,,20201231,20080701,20160101,7046,,,1.67,,,Collettamento scarichi non depurati a depuratore esistente,,,Parziale collettamento all'impianto di depurazione,NC
28562,IT006,IT18Q90000001585,SANGINETO,,,,20221231,20180930,20181231,,,,0.25,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001586,SANTA_AGATA_D_ESARO,,,,20221231,20180930,20181231,,,,1.13,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001587,SANTA_CATERINA_ALBANESE,,,,20221231,20180930,20181231,,,,0.5,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001627,SANTA_CATERINA_DELLO_JONIO,,,,20221231,20180930,20181231,,,,0.6,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001584,SANTA_MARIA_DEL_CEDRO,,,,20221231,20180930,20181231,,,,10,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001670,SANTA_SEVERINA,,,,20221231,20180930,20181231,,,,1.03,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001588,SANTA_SOFIA_D_EPIRO,,,,20221231,20180930,20181231,,,,1.3,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001589,SARACENA,,,,20221231,20180930,20181231,,,,0.65,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001671,SAVELLI,,,,20221231,20180930,20181231,,,,0.34,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001672,SCANDALE,,,,20221231,20180930,20181231,,,,1.4,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001592,SCIGLIANO,,,,20221231,20180930,20181231,,,,1,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001748,SCILLA,,,,20221231,20180930,20181231,,,,1.51,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001749,SEMINARA,,,,20221231,20180930,20181231,,,,1.11,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001625,SERRASTRETTA,,,,20221231,20180930,20181231,,,,2.11,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001611,SERSALE,,,,20221231,20180930,20181231,,,,1.87,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT18Q90000001626,SETTINGIANO,,,,20221231,20180930,20181231,,,,1.36,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28562,IT006,IT12000000000066,FONTANA_LIRI_ARCE,,,,20201231,20170930,20180930,9000,,,5.9,,,"A seguito di annose vicissitudini legate alla ubicazione del realizzando impianto di depurazione, in data 17 novembre 2015 il Comune di Arce ha fornito parere favorevole all’ubicazione dell’impianto in località Pisciarello. Il gestore Acea Ato5 S.p.A. sta provvedendo al completamento del progetto definitivo. Il costo complessivo dell’intervento è stato stimato da ACEA ATO 5 Spa in ca. € 5.900.000,00, rispetto agli € 1.600.000,00 originariamente previsti. Gli importi per la realizzazione del depuratore in loc. Pisciarello sono previsti nel Piano degli Investimenti 2016-2019, approvato dall'assemblea dei Sindaci dell'ATO5 in data 13.12.2016. L'apertura della conferenza dei servizi finalizzata alla approvazione del progetto è prevista entro settembre 2017. L'avvio delle procedure di affidamento dei lavori è previsto per il primo semestre 2018.  La data prevista di raggiunta conformità è il 31.12.2021",,,non conforme all'art. 4 perché  il carico generato non riceve un adeguato trattamento secondario.,NC
28562,IT006,IT18Q90000001750,SIDERNO,,,,20221231,20180930,20181231,,,,12.43,,,Adeguamento e completamento dei sistemi di racolta,,,Rete fognaria da completare,NC
28872,RO06,ROAG_102044,Clinceni,,1.30346531,CF,20261231,20161231,20171231,8727,100,0,1.5334886,0,,Construction of a new sewage treatment works,0.23002329,National budget,Absence of the collection systems and IAS,NC
