uwwState,rptMStateKey,uwwCode,uwwName,uwwBODIncoming,uwwCODIncoming,uwwNIncoming,uwwPIncoming,uwwBODDischarge,uwwCODDischarge,uwwNDischarge,uwwPDischarge,QAflag,Remark,ReportNetEnvelopeFileId
0,BE,BERW_CS_02025,VIRGINAL - HENNUYERES,,,,,,,,, , ,48404
1,BE,BERW5500401,HENNUYERES,,,,,,,,, , ,48404
1,BE,BERW2504403,BOIS DES NONNES,,,,,,,,, , ,48404
1,BE,BERW2504402,ITTRE,,,,,,,,, , ,48404
0,BE,BERW2510704,MARBAIS (Pre Saint-Pierre),,,,,,,,, , ,48404
1,BE,BERW2510702,VILLERS-LA-VILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_02060,VILLERS-LA-VILLE,,,,,,,,, , ,48404
1,BE,BERW9204802,FOSSES-LA-VILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_09051,FOSSES-LA-VILLE,,,,,,,,, , ,48404
1,BE,BERW9203504,LEUZE,,,,,,,,, , ,48404
0,BE,BERW_CS_09050,LEUZE,,,,,,,,, , ,48404
1,BE,BERW5307002,SIRAULT,,,,,,,,, , ,48404
0,BE,BERW_CS_05115,SIRAULT,,,,,,,,, , ,48404
1,BE,BERW5201002,GODARVILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_05016,GODARVILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_02027,CHAUMONT-GISTOUX,,,,,,,,, , ,48404
0,BE,BERW_CS_09025,WEPION,,,,,,,,, , ,48404
1,BE,BERW9209405,PONT DE WEPION,,,,,,,,, , ,48404
1,BE,BERW5305301,HAVRE,,,,,,,,, , ,48404
0,BE,BERW_CS_05055,HAVRE,,,,,,,,, , ,48404
0,BE,BERW_CS_05096,FELUY - ARQUENNES,,,,,,,,, , ,48404
1,BE,BERW5206303,FELUY (NIE-PRE),,,,,,,,, , ,48404
0,BE,BERW5206302,ARQUENNES,,,,,,,,, , ,48404
1,BE,BERW6308402,WELKENRAEDT,,,,,,,,, , ,48404
0,BE,BERW_CS_06054,WELKENRAEDT,,,,,,,,, , ,48404
1,BE,BERW6304801,LONTZEN,,,,,,,,, , ,48404
0,BE,BERW6212103,NEUVILLE (Domaine),,,,,,,,, , ,48404
1,BE,BERW6212102,NEUVILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_06033,ROTHEUX - NEUVILLE,,,,,,,,, , ,48404
1,BE,BERW6212101,BUTAY,,,,,,,,, , ,48404
1,BE,BERW6206004,FEXHE-SLINS,,,,,,,,, , ,48404
0,BE,BERW_CS_06023,FEXHE-SLINS,,,,,,,,, , ,48404
1,BE,BERW6210003,SPRIMONT,,,,,,,,, , ,48404
0,BE,BERW_CS_06092,SPRIMONT,,,,,,,,, , ,48404
0,BE,BERW_CS_06047,CRISNEE,,,,,,,,, , ,48404
0,BE,BERW_CS_06031,SAINT-GEORGES-SUR-MEUSE,,,,,,,,, , ,48404
0,BE,BERW_CS_06014,VILLERS-LE-BOUILLET,,,,,,,,, , ,48404
1,BE,BERW9308802,WALCOURT,,,,,,,,, , ,48404
0,BE,BERW_CS_09108,WALCOURT,,,,,,,,, , ,48404
1,BE,BERW5504003,CASTEAU,,,,,,,,, , ,48404
1,BE,BERW_CS_05044,CASTEAU,,,,,,,,, , ,48404
1,BE,BERW_CS_06021,VISE,,,,,,,,, , ,48404
1,BE,BERW6210802,VISE,,,,,,,,, , ,48404
0,BE,BERW6210803,LIXHE-LANAYE,,,,,,,,, , ,48404
0,BE,BERW5708105,RAMECROIX,,,,,,,,, , ,48404
1,BE,BERW5708108,GAURAIN-RAMECROIX,,,,,,,,, , ,48404
0,BE,BERW_CS_05068,GAURAIN-RAMECROIX,,,,,,,,, , ,48404
0,BE,BERW6206002,PAIFVE,,,,,,,,, , ,48404
1,BE,BERW6206001,WIHOGNE,,,,,,,,, , ,48404
0,BE,BERW_CS_06008,CS - Agglo : BERW06008,,,,,,,,, , ,48404
0,BE,BERW_CS_05105,BEAUMONT,,,,,,,,, , ,48404
1,BE,BERW5600501,LEVAL-CHAUDEVILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_05088,CHIEVRE,,,,,,,,, , ,48404
1,BE,BERW5101401,CHIEVRES,,,,,,,,, , ,48404
1,BE,BERW6200601,FOOZ,,,,,,,,, , ,48404
1,BE,BERW9111402,HAN-SUR-LESSE,,,,,,,,, , ,48404
1,BE,BERW2511801,HELECINE,,,,,,,,, , ,48404
0,BE,BERW_CS_02041,HELECINE,,,,,,,,, , ,48404
1,BE,BERW6406301,MOMALLE,,,,,,,,, , ,48404
1,BE,BERW9309001,OLLOY-SUR-VIROIN,,,,,,,,, , ,48404
1,BE,BERW8405003,PALISEUL,,,,,,,,, , ,48404
0,BE,BERW_CS_08031,PALISEUL,,,,,,,,, , ,48404
1,BE,BERW5707201,TAINTIGNIES,,,,,,,,, , ,48404
1,BE,BERW5709301,HOLLAIN,,,,,,,,, , ,48404
0,BE,BERW_CS_05065,TAINTIGNIES,,,,,,,,, , ,48404
1,BE,BERW5303902,THULIN,,,,,,,,, , ,48404
1,BE,BERW8407501,WELLIN,,,,,,,,, , ,48404
1,BE,BERW5106502,FRASNES,,,,,,,,, , ,48404
1,BE,BERW5100805,GRANDGLISE,,,,,,,,, , ,48404
1,BE,BERW9209701,HAILLOT,,,,,,,,, , ,48404
0,BE,BERW_CS_09061,HAILLOT,,,,,,,,, , ,48404
1,BE,BERW2512001,ORP-LE-GRAND,,,,,,,,, , ,48404
1,BE,BERW2502302,SART-MESSIRE-GUILLAUME,,,,,,,,, , ,48404
1,BE,BERW2500502,HAMME-MILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_05046,HENSIES,,,,,,,,, , ,48404
1,BE,BERW5303901,HENSIES  POMMEROEUL,,,,,,,,, , ,48404
1,BE,BERW6305801,LE BOLA,,,,,,,,, , ,48404
0,BE,BERW_CS_06050,CS - Agglo : BERW06050,,,,,,,,, , ,48404
1,BE,BERW5100801,BELOEIL,,,,,,,,, , ,48404
0,BE,BERW_CS_05087,BELOEIL,,,,,,,,, , ,48404
1,BE,BERW2510703,SART-DAMES-AVELINES,,,,,,,,, , ,48404
0,BE,BERW_CS_02056,SART-DAMES-AVELINES,,,,,,,,, , ,48404
1,BE,BERW6405601,HODEIGE (S/YERNE),,,,,,,,, , ,48404
1,BE,BERW6102401,HAMOIR,,,,,,,,, , ,48404
0,BE,BERW_CS_06083,HAMOIR,,,,,,,,, , ,48404
1,BE,BERW8201401,HOUFFALIZE,,,,,,,,, , ,48404
1,BE,BERW5608602,NALINNES-MOULIN,,,,,,,,, , ,48404
1,BE,BERW6307308,STAVELOT,,,,,,,,, , ,48404
1,BE,BERW5706402,WIERS,,,,,,,,, , ,48404
0,BE,BERW_CS_05122,WIERS,,,,,,,,, , ,48404
1,BE,BERW6210001,LOUVEIGNE,,,,,,,,, , ,48404
0,BE,BERW_CS_06089,LOUVEIGNE,,,,,,,,, , ,48404
1,BE,BERW9204801,BAMBOIS,,,,,,,,, , ,48404
1,BE,BERW6301306,BUTGENBACH,,,,,,,,, , ,48404
0,BE,BERW_CS_06074,BUTGENBACH,,,,,,,,, , ,48404
1,BE,BERW9301001,CERFONTAINE,,,,,,,,, , ,48404
1,BE,BERW9203514,EGHEZEE,,,,,,,,, , ,48404
0,BE,BERW_CS_09048,EGHEZEE,,,,,,,,, , ,48404
1,BE,BERW8501103,FLORENVILLE,,,,,,,,, , ,48404
1,BE,BERW8501101,MANDELAVAUX,,,,,,,,, , ,48404
1,BE,BERW5305302,OBOURG,,,,,,,,, , ,48404
0,BE,BERW_CS_06058,GEMMENICH,,,,,,,,, , ,48404
1,BE,BERW8500702,IZEL,,,,,,,,, , ,48404
1,BE,BERW9305601,PHILIPPEVILLE,,,,,,,,, , ,48404
1,BE,BERW9308801,SOMZEE-LANEFFE,,,,,,,,, , ,48404
1,BE,BERW8401001,BOUILLON,,,,,,,,, , ,48404
1,BE,BERW9208701,METTET,,,,,,,,, , ,48404
1,BE,BERW5401001,ARMENTIERES (F),,,,,,,,, , ,48404
1,BE,BERW2512301,REBECQ,,,,,,,,, , ,48404
0,BE,BERW_CS_02031,REBECQ,,,,,,,,, , ,48404
1,BE,BERW8302802,HOTTON,,,,,,,,, , ,48404
0,BE,BERW_CS_08018,HOTTON,,,,,,,,, , ,48404
1,BE,BERW2508401,PERWEZ,,,,,,,,, , ,48404
1,BE,BERW6407402,LANTREMANGE,,,,,,,,, , ,48404
1,BE,BERW6405602,OREYE,,,,,,,,, , ,48404
1,BE,BERW5702701,PAS-A-WASMES,,,,,,,,, , ,48404
0,BE,BERW_CS_05012,PECQ,,,,,,,,, , ,48404
0,BE,BERW_CS_05052,LE ROEULX,,,,,,,,, , ,48404
1,BE,BERW5503501,ROEULX SUD,,,,,,,,, , ,48404
0,BE,BERW_CS_05278,ACOZ,,,,,,,,, , ,48404
0,BE,BERW_CS_06037,BLEGNY,,,,,,,,, , ,48404
1,BE,BERW6211901,SAINT-REMY,,,,,,,,, , ,48404
0,BE,BERW_CS_06229,BEAUFAYS,,,,,,,,, , ,48404
1,BE,BERW6203202,CHAWRESSE,,,,,,,,, , ,48404
1,BE,BERW6202202,LA WALTINNE,,,,,,,,, , ,48404
1,BE,BERW9214101,RHISNES,,,,,,,,, , ,48404
0,BE,BERW_CS_09090,RHISNES,,,,,,,,, , ,48404
1,BE,BERW8404301,NEUFCHATEAU,,,,,,,,, , ,48404
1,BE,BERW0000201,AIX-SUD (D),,,,,,,,, , ,48404
0,BE,BERW_CS_06063,RAEREN,,,,,,,,, , ,48404
1,BE,BERW8405901,SAINT-HUBERT,,,,,,,,, , ,48404
0,BE,BERW_CS_08036,SAINT-HUBERT,,,,,,,,, , ,48404
0,BE,BERW_CS_05004,BAUDOUR,,,,,,,,, , ,48404
1,BE,BERW5307001,BAUDOUR CANAL,,,,,,,,, , ,48404
0,BE,BERW_CS_05116,ERQUELINNES,,,,,,,,, , ,48404
1,BE,BERW5602203,SOLRE S/SAMBRE,,,,,,,,, , ,48404
1,BE,BERW2512302,QUENAST,,,,,,,,, , ,48404
1,BE,BERW8502601,MUSSON,,,,,,,,, , ,48404
0,BE,BERW_CS_08027,MUSSON,,,,,,,,, , ,48404
1,BE,BERW9101301,BEAURAING (Gozin),,,,,,,,, , ,48404
1,BE,BERW6203201,ESNEUX,,,,,,,,, , ,48404
0,BE,BERW_CS_06006,ESNEUX,,,,,,,,, , ,48404
1,BE,BERW5304404,ERBISOEUL,,,,,,,,, , ,48404
1,BE,BERW5304401,JURBISE,,,,,,,,, , ,48404
1,BE,BERW0000601,MARTELANGE (L),,,,,,,,, , ,48404
0,BE,BERW_CS_05013,NECHIN,,,,,,,,, , ,48404
1,BE,BERW5100403,GHISLENGHIEN,,,,,,,,, , ,48404
1,BE,BERW8504601,HABAY-LA-NEUVE,,,,,,,,, , ,48404
1,BE,BERW8504602,HABAY-LA-VIEILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_05006,GERPINNES,,,,,,,,, , ,48404
1,BE,BERW5202502,LOVERVAL-HAIES,,,,,,,,, , ,48404
1,BE,BERW5306802,QUIEVRAIN,,,,,,,,, , ,48404
1,BE,BERW6200901,AYWAILLE,,,,,,,,, , ,48404
0,BE,BERW_CS_06068,AYWAILLE,,,,,,,,, , ,48404
1,BE,BERW8400902,BERTRIX BLEZY,,,,,,,,, , ,48404
1,BE,BERW8400903,BERTRIX COURBEURE,,,,,,,,, , ,48404
1,BE,BERW8400901,BERTRIX LAGUNAGE,,,,,,,,, , ,48404
0,BE,BERW_CS_05121,CHIMAY,,,,,,,,, , ,48404
1,BE,BERW5601601,VIRELLES,,,,,,,,, , ,48404
1,BE,BERW8301201,BOMAL (DURBUY),,,,,,,,, , ,48404
1,BE,BERW8303104,LA ROCHE,,,,,,,,, , ,48404
1,BE,BERW2503101,GENAPPE,,,,,,,,, , ,48404
1,BE,BERW5100902,BERNISSART,,,,,,,,, , ,48404
0,BE,BERW_CS_05008,BERNISSART - BLATON,,,,,,,,, , ,48404
1,BE,BERW5100901,BLATON,,,,,,,,, , ,48404
0,BE,BERW_CS_05034,ESTINNES,,,,,,,,, , ,48404
1,BE,BERW8203201,VIELSALM,,,,,,,,, , ,48404
1,BE,BERW6306701,SAINT-VITH,,,,,,,,, , ,48404
0,BE,BERW_CS_06091,SAINT-VITH,,,,,,,,, , ,48404
1,BE,BERW5608601,HAM-SUR-HEURE,,,,,,,,, , ,48404
0,BE,BERW_CS_05048,HAM-SUR-HEURE,,,,,,,,, , ,48404
1,BE,BERW5608603,MARBAIX,,,,,,,,, , ,48404
1,BE,BERW5100803,BASECLES,,,,,,,,, , ,48404
1,BE,BERW5100804,QUEVAUCAMPS,,,,,,,,, , ,48404
1,BE,BERW2503702,GREZ-DOICEAU,,,,,,,,, , ,48404
0,BE,BERW_CS_02004,GREZ-DOICEAU,,,,,,,,, , ,48404
1,BE,BERW5202101,FLEURUS,,,,,,,,, , ,48404
0,BE,BERW_CS_05042,FLEURUS,,,,,,,,, , ,48404
1,BE,BERW9214002,SAINT-MARTIN,,,,,,,,, , ,48404
1,BE,BERW2504801,JODOIGNE,,,,,,,,, , ,48404
0,BE,BERW_CS_09026,PROFONDEVILLE,,,,,,,,, , ,48404
1,BE,BERW6403405,AVERNAS-LE-BAUDOUIN,,,,,,,,, , ,48404
0,BE,BERW_CS_06066,HANNUT,,,,,,,,, , ,48404
1,BE,BERW6403401,WANSIN,,,,,,,,, , ,48404
0,BE,BERW_CS_05021,PONT-A-CELLES,,,,,,,,, , ,48404
1,BE,BERW2506802,CHASTRE,,,,,,,,, , ,48404
0,BE,BERW_CS_02012,CHASTRE,,,,,,,,, , ,48404
0,BE,BERW_CS_08006,LIBRAMONT,,,,,,,,, , ,48404
1,BE,BERW8407715,LIBRAMONT LHOMME,,,,,,,,, , ,48404
1,BE,BERW8407702,LIBRAMONT VIERRE,,,,,,,,, , ,48404
1,BE,BERW5604401,LOBBES (4 d'GIN'S-Avigroup),,,,,,,,, , ,48404
1,BE,BERW5604402,LOBBES (Chemin d'Houpes),,,,,,,,, , ,48404
0,BE,BERW_CS_05041,THUIN,,,,,,,,, , ,48404
1,BE,BERW5607803,THUIN - VILLE BASSE,,,,,,,,, , ,48404
1,BE,BERW5505001,ECAUSSINNES,,,,,,,,, , ,48404
0,BE,BERW_CS_05039,ECAUSSINNES,,,,,,,,, , ,48404
1,BE,BERW9114102,GODINNE,,,,,,,,, , ,48404
0,BE,BERW_CS_09017,YVOIR - ANHEE,,,,,,,,, , ,48404
0,BE,BERW_CS_05037,ENGHIEN,,,,,,,,, , ,48404
1,BE,BERW5501001,MARCQ,,,,,,,,, , ,48404
1,BE,BERW9114101,DINANT,,,,,,,,, , ,48404
0,BE,BERW_CS_09015,DINANT,,,,,,,,, , ,48404
0,BE,BERW_CS_09096,FLORENNES,,,,,,,,, , ,48404
1,BE,BERW9302203,SAINT-AUBIN FLORENNES,,,,,,,,, , ,48404
1,BE,BERW6300301,AUBEL,,,,,,,,, , ,48404
1,BE,BERW5601602,BAILEUX,,,,,,,,, , ,48404
1,BE,BERW5600101,ANDERLUES,,,,,,,,, , ,48404
0,BE,BERW_CS_05032,ANDERLUES,,,,,,,,, , ,48404
0,BE,BERW2501501,BRAINE-LE-CHÂTEAU,,,,,,,,, , ,48404
0,BE,BERW_CS_02022,BRAINE-LE-CHATEAU,,,,,,,,, , ,48404
0,BE,BERW5202106,FLEURUS II,,,,,,,,, , ,48404
0,BE,BERW9214004,MOUSTIER (JEMEPPE SUR SAMBRE),,,,,,,,, , ,48404
0,BE,BERW9214005,SPY (Cite SNT),,,,,,,,, , ,48404
0,BE,BERW_CS_05009,BASSE SAMBRE,,,,,,,,, , ,48404
1,BE,BERW5202113,FLEURJOUX,,,,,,,,, , ,48404
1,BE,BERW9214001,MORNIMONT,,,,,,,,, , ,48404
1,BE,BERW5202102,WANFERCEE-BAULET,,,,,,,,, , ,48404
0,BE,BERW5708127,WARCHIN (DECL),,,,,,,,, , ,48404
1,BE,BERW5708107,WARCHIN,,,,,,,,, , ,48404
1,BE,BERW5708101,CHERCQ,,,,,,,,, , ,48404
1,BE,BERW5708124,FROYENNES,,,,,,,,, , ,48404
0,BE,BERW_CS_05017,TOURNAI,,,,,,,,, , ,48404
0,BE,BERW2501405,LA JUSTICE,,,,,,,,, , ,48404
0,BE,BERW_CS_02002,BRAINE-L'ALLEUD,,,,,,,,, , ,48404
1,BE,BERW2501503,VALLEE DU HAIN (L'ORCHIS),,,,,,,,, , ,48404
1,BE,BERW2511001,WATERLOO,,,,,,,,, , ,48404
0,BE,BERW9209415,ANDOY (Comognes),,,,,,,,, , ,48404
0,BE,BERW9209402,VEDRIN (Trois Bonniers),,,,,,,,, , ,48404
1,BE,BERW9204501,FLOREFFE,,,,,,,,, , ,48404
0,BE,BERW_CS_09001,NAMUR,,,,,,,,, , ,48404
1,BE,BERW9209404,NAMUR-BRUMAGNE,,,,,,,,, , ,48404
0,BE,BERW8200302,BASTOGNE MEUSE,,,,,,,,, , ,48404
0,BE,BERW_CS_08007,BASTOGNE,,,,,,,,, , ,48404
1,BE,BERW8200301,BASTOGNE RHIN,,,,,,,,, , ,48404
0,BE,BERW6305704,MAGNEE,,,,,,,,, , ,48404
0,BE,BERW_CS_06015,LA CALAMINE,,,,,,,,, , ,48404
1,BE,BERW6308803,LA GUEULE AVAL,,,,,,,,, , ,48404
1,BE,BERW9309003,MARIEMBOURG-NISMES,,,,,,,,, , ,48404
1,BE,BERW5502301,LESSINES,,,,,,,,, , ,48404
0,BE,BERW_CS_05025,LESSINES,,,,,,,,, , ,48404
1,BE,BERW6304901,MALMEDY,,,,,,,,, , ,48404
1,BE,BERW5709401,LEUZE-EN-HAINAUT,,,,,,,,, , ,48404
1,BE,BERW5706401,PERUWELZ,,,,,,,,, , ,48404
0,BE,BERW_CS_05002,PERUWELZ,,,,,,,,, , ,48404
1,BE,BERW5500402,BRAINE-LE-COMTE,,,,,,,,, , ,48404
1,BE,BERW8504701,DAMPICOURT,,,,,,,,, , ,48404
0,BE,BERW_CS_08004,VIRTON,,,,,,,,, , ,48404
1,BE,BERW5202201,FONTAINE-L'EVEQUE,,,,,,,,, , ,48404
0,BE,BERW_CS_05007,FONTAINE-L'EVEQUE,,,,,,,,, , ,48404
1,BE,BERW9200305,ANDENNE (Seilles),,,,,,,,, , ,48404
1,BE,BERW8100401,ATHUS,,,,,,,,, , ,48404
1,BE,BERW8100402,AUBANGE,,,,,,,,, , ,48404
0,BE,BERW_CS_08005,AUBANGE,,,,,,,,, , ,48404
0,BE,BERW_CS_05038,SOIGNIES,,,,,,,,, , ,48404
1,BE,BERW5504001,SOIGNIES (BIAMONT),,,,,,,,, , ,48404
1,BE,BERW2510503,TUBIZE,,,,,,,,, , ,48404
0,BE,BERW_CS_02008,TUBIZE,,,,,,,,, , ,48404
1,BE,BERW6407401,WAREMME,,,,,,,,, , ,48404
1,BE,BERW5100401,ATH,,,,,,,,, , ,48404
0,BE,BERW_CS_05035,ATH,,,,,,,,, , ,48404
1,BE,BERW9214201,CORROY-LE-CHÂTEAU,,,,,,,,, , ,48404
0,BE,BERW_CS_09008,GEMBLOUX,,,,,,,,, , ,48404
1,BE,BERW0000102,COMINES,,,,,,,,, , ,48404
0,BE,BERW_CS_06009,EUPEN,,,,,,,,, , ,48404
1,BE,BERW6300401,MEMBACH,,,,,,,,, , ,48404
1,BE,BERW8303402,AYE,,,,,,,,, , ,48404
1,BE,BERW8303401,MARCHE-EN-FAMENNE,,,,,,,,, , ,48404
0,BE,BERW_CS_08002,MARCHE-EN-FAMENNE,,,,,,,,, , ,48404
1,BE,BERW9111401,ROCHEFORT,,,,,,,,, , ,48404
1,BE,BERW6303501,HERVE,,,,,,,,, , ,48404
1,BE,BERW9103001,CINEY,,,,,,,,, , ,48404
1,BE,BERW8100101,ARLON,,,,,,,,, , ,48404
0,BE,BERW_CS_08001,ARLON,,,,,,,,, , ,48404
1,BE,BERW8100102,WALTZING,,,,,,,,, , ,48404
1,BE,BERW6100301,AMAY,,,,,,,,, , ,48404
0,BE,BERW_CS_06002,HUY,,,,,,,,, , ,48404
1,BE,BERW2507201,NIVELLES,,,,,,,,, , ,48404
0,BE,BERW_CS_02003,NIVELLES,,,,,,,,, , ,48404
1,BE,BERW6305802,GOFFONTAINE,,,,,,,,, , ,48404
0,BE,BERW_CS_06007,VERVIERS,,,,,,,,, , ,48404
1,BE,BERW6305804,WEGNEZ,,,,,,,,, , ,48404
1,BE,BERW2511201,BASSE WAVRE (Dyle),,,,,,,,, , ,48404
1,BE,BERW2506801,LOUVAIN-LA-NEUVE,,,,,,,,, , ,48404
1,BE,BERW2509101,ROSIERES (LASNE),,,,,,,,, , ,48404
0,BE,BERW_CS_02001,WAVRE,,,,,,,,, , ,48404
1,BE,BERW5502201,BOUSSOIT,,,,,,,,, , ,48404
1,BE,BERW5201001,CHAPELLE-LEZ-HERLAIMONT,,,,,,,,, , ,48404
0,BE,BERW_CS_05015,LA LOUVIERE,,,,,,,,, , ,48404
1,BE,BERW5608701,MORLANWELZ,,,,,,,,, , ,48404
1,BE,BERW5502206,SAINT-VAAST,,,,,,,,, , ,48404
1,BE,BERW5206301,SENEFFE (Soudromont),,,,,,,,, , ,48404
1,BE,BERW5502202,TRIVIERES,,,,,,,,, , ,48404
1,BE,BERW5702702,ESTAIMPUIS,,,,,,,,, , ,48404
1,BE,BERW0000104,GRIMONPONT (F),,,,,,,,, , ,48404
0,BE,BERW_CS_05010,MOUSCRON,,,,,,,,, , ,48404
1,BE,BERW5400701,MOUSCRON versant ESPIERRES,,,,,,,,, , ,48404
1,BE,BERW5706201,PONT BLEU,,,,,,,,, , ,48404
1,BE,BERW5302001,ELOUGES,,,,,,,,, , ,48404
1,BE,BERW5302801,FRAMERIES,,,,,,,,, , ,48404
0,BE,BERW_CS_05001,MONS,,,,,,,,, , ,48404
1,BE,BERW5305310,SPIENNES - SAINT-SYMPHORIEN,,,,,,,,, , ,48404
1,BE,BERW5306501,WASMUEL,,,,,,,,, , ,48404
0,BE,BERW_CS_05005,CHARLEROI,,,,,,,,, , ,48404
1,BE,BERW5201105,JUMET BORDIA,,,,,,,,, , ,48404
1,BE,BERW5201104,MARCHIENNE-AU-PONT,,,,,,,,, , ,48404
1,BE,BERW5201103,MONTIGNIES-SUR-SAMBRE,,,,,,,,, , ,48404
1,BE,BERW5207401,ROSELIES,,,,,,,,, , ,48404
1,BE,BERW5201101,ROUX-CANAL,,,,,,,,, , ,48404
1,BE,BERW5201501,SOUVRET CHENOIT,,,,,,,,, , ,48404
1,BE,BERW5205505,VIESVILLE CANAL,,,,,,,,, , ,48404
1,BE,BERW6200602,AWANS,,,,,,,,, , ,48404
1,BE,BERW6202201,EMBOURG,,,,,,,,, , ,48404
1,BE,BERW6108001,ENGIS,,,,,,,,, , ,48404
1,BE,BERW6212201,LA BROUCK,,,,,,,,, , ,48404
1,BE,BERW6206003,LANTIN,,,,,,,,, , ,48404
0,BE,BERW_CS_06001,LIEGE,,,,,,,,, , ,48404
1,BE,BERW6206302,LIEGE (GROSSES BATTES),,,,,,,,, , ,48404
1,BE,BERW6207901,LIEGE OUPEYE,,,,,,,,, , ,48404
1,BE,BERW6206301,LIEGE SCLESSIN,,,,,,,,, , ,48404
1,BE,BERW6203801,RETINNE-LA-JULIENNE,,,,,,,,, , ,48404
1,BE,BERW6209901,SOUMAGNE,,,,,,,,, , ,48404
0,BE,BERW2501801,BONLY,,,,,,,,, , ,48404
0,BE,BERW9200301,COUTISSE PEU D'EAU,,,,,,,,, , ,48404
0,BE,BERW5607801,GOZEE (cité verte),,,,,,,,, , ,48404
0,BE,BERW6202203,NINANE,,,,,,,,, , ,48404
0,BE,BERW9305605,HERMETON,,,,,,,,, , ,48404
0,BE,BERW5708103,MONT-SAINT-AUBERT,,,,,,,,, , ,48404
0,BE,BERW5504006,SOIGNIES ( LES CERISIERS),,,,,,,,, , ,48404
0,BE,BERW5306803,BAISIEUX,,,,,,,,, , ,48404
0,BE,BERW8100105,BONNERT,,,,,,,,, , ,48404
0,BE,BERW9209414,BRICNIOT,,,,,,,,, , ,48404
0,BE,BERW6402101,CRISNEE,,,,,,,,, , ,48404
0,BE,BERW5502204,FIEVET,,,,,,,,, , ,48404
0,BE,BERW8100104,FRASSEM,,,,,,,,, , ,48404
0,BE,BERW5201102,GOSSELIES,,,,,,,,, , ,48404
0,BE,BERW8504604,HABAY-LA-NEUVE GARE,,,,,,,,, , ,48404
0,BE,BERW0000105,LONGWY (F),,,,,,,,, , ,48404
0,BE,BERW9209407,NANINNE LES FONDS,,,,,,,,, , ,48404
0,BE,BERW5301401,PARC A SAULES,,,,,,,,, , ,48404
0,BE,BERW2310101,SINT-GENESIUS-RODE (V),,,,,,,,, , ,48404
0,BE,BERW9213701,VELAINE (Cité SNT),,,,,,,,, , ,48404
0,BE,BERW9213702,VELAINE TROU MACHOT,,,,,,,,, , ,48404
0,BE,BERW9209403,WEPION (Bois du Curé),,,,,,,,, , ,48404
